modi_domain	modi_phylum	modi_class	modi_order	modi_family	modi_genus
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Zhihengliuella
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Yaniella
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Sinomonas
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Actinocatenispora
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Actinoplanes
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Asanoa
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Catellatospora
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Catenuloplanes
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Couchioplanes
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Dactylosporangium
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Longispora
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Pilimelia
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Polymorphospora
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Salinispora
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Spirilliplanes
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Virgisporangium
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Planosporangium
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Luedemannella
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Krasilnikovia
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Pseudosporangium
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Catelliglobosispora
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Hamadaea
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Plantactinospora
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Rugosimonospora
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Phytohabitans
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Allocatelliglobosispora
Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Phytomonospora
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Perlucidibacaceae	Perlucidibaca
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Paraperlucidibaca
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Paramoritella
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Hoyosella
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Pyxidicoccus
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Enhygromyxa
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Plesiocystis
Bacteria	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Lebetimonas
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Nitratifractor
Bacteria	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nitratiruptoraceae	Nitratiruptor
Bacteria	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Thioreductor
Bacteria	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Caminibacter
Bacteria	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Nautilia
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Aquaspirillum
Bacteria	Proteobacteria	Alphaproteobacteria	Neisseriales	Chromobacteriaceae	Aquaspirillum
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Bergeriella
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chitinibacter
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Conchiformibius
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Formivibrio
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Iodobacter
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Andreprevotia
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Silvimonas
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Vogesella
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Aquitalea
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Deefgea
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Stenoxybacter
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Gulbenkiania
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Leeia
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chitinilyticum
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Paludibacterium
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Pseudogulbenkiania
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chitiniphilus
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Jeongeupia
Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Leptospirillum
Bacteria	Nitrospirae	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Gordoniaceae	Jongsikchunia
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Gordoniaceae	Millisia
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Aldersonia
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Gordoniaceae	Skermania
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Smaragdicoccus
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae	Marmoricola
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Actinopolymorphaceae	Actinopolymorpha
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae	Thermasporomyces
Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Streptosporangiales	Allonocardiopsis
Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Nocardiopsaceae	Streptomonospora
Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Nocardiopsaceae	Haloactinospora
Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Nocardiopsaceae	Marinactinospora
Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Nocardiopsaceae	Murinocardiopsis
Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Nocardiopsaceae	Spinactinospora
Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Nocardiopsaceae	Salinactinospora
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinospirillum
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Neptunomonas
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Nitrincola
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oceanobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oceanospirillum
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oleispira
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Pseudospirillum
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Reinekea
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Thalassolituus
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oceaniserpentilla
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Amphritea
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Bermanella
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oleibacter
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus
Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Glaciimonas
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Pseudoduganella
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ammoniphilus
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Oxalophagus
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Thermobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Saccharibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Fontibacillus
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Canicola
Bacteria	Firmicutes	Clostridia	Eubacteriales	Desulfitobacteriaceae	Dehalobacter
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Paradesulfitobacterium
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Desulfonispora
Bacteria	Firmicutes	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfosporosinus
Bacteria	Firmicutes	Clostridia	Eubacteriales	Desulfallaceae	Sporotomaculum
Bacteria	Firmicutes	Clostridia	Eubacteriales	Desulfitobacteriaceae	Syntrophobotulus
Bacteria	Firmicutes	Clostridia	Eubacteriales	Thermincolaceae	Thermincola
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Desulfofarcimen
Bacteria	Firmicutes	Clostridia	Eubacteriales	Desulfallaceae	Desulfoscipio
Bacteria	Firmicutes	Clostridia	Eubacteriales	Desulfotomaculaceae	Desulfotomaculum
Bacteria	Firmicutes	Clostridia	Eubacteriales	Desulfallaceae	Desulfallas
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Desulfofundulus
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Desulfohalotomaculum
Bacteria	Firmicutes	Clostridia	Eubacteriales	Desulfallaceae	Desulfotruncus
Bacteria	Firmicutes	Clostridia	Eubacteriales	Desulfotomaculaceae	Pelotomaculum
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Desulfitibacter
Bacteria	Firmicutes	Clostridia	Eubacteriales	Desulfotomaculaceae	Desulfurispora
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Desulfitispora
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Sporacetigenium
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Tepidibacter
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aminobacter
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aquamicrobium
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Hoeflea
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Phyllobacterium
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Pseudaminobacter
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Chelativorans
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aliihoeflea
Archaea	Candidatus_Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Picrophilaceae	Picrophilus
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Hydrogenovibrio
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Sulfurivirga
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrorhabdus
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Galenea
Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Blastopirellula
Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Pirellula
Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera
Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctopirus
Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia
Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula
Bacteria	Planctomycetes	Planctomycetia	Isosphaerales	Isosphaeraceae	Singulisphaera
Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Schlesneria
Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	Zavarzinella
Bacteria	Planctomycetes	Planctomycetia	Isosphaerales	Isosphaeraceae	Aquisphaera
Bacteria	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	Telmatocola
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Paenisporosarcina
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Bhargavaea
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Byssovorax
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Jahnella
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Macellibacteroides
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Promicromonosporaceae	Isoptericola
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Promicromonosporaceae	Myceligenerans
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Promicromonosporaceae	Promicromonospora
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Promicromonosporaceae	Krasilnikoviella
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Promicromonosporaceae	Xylanimonas
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Microlunatus
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae	Friedmanniella
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Granulicoccus
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae	Micropruina
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae	Propionicimonas
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Brooklawnia
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae	Propionicicella
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Aestuariimicrobium
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Auraticoccus
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Propioniciclava
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Naumannella
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Algicola
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azorhizophilus
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales	Rhizobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azomonas
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter
Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Denitrificimonas
Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Actinoalloteichus
Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Actinokineospora
Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Actinosynnema
Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Haloechinothrix
Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Crossiella
Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium
Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Umezawaea
Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix
Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Streptoalloteichus
Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Thermocrispum
Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora
Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Goodfellowiella
Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Sciscionella
Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola
Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Labedaea
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas
Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrolobus
Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Hyperthermus
Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Rarobacteraceae	Rarobacter
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Agrobacterium
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Ensifer
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Kaistiaceae	Kaistia
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Ahrensiaceae	Ahrensia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Albidovulum
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Meinhardsimonia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Antarctobacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Salipiger
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Dinoroseobacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Jannaschia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Leisingera
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sedimentitalea
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Loktanella
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yoonia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Limimaricola
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cognatiyoonia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Marinovum
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Nereida
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Pseudovibrio
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Oceanicola
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudooceanicola
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Octadecabacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudophaeobacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodothalassiales	Rhodothalassiaceae	Rhodothalassium
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseicyclus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseinatronobacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseisalinus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseivivax
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseobacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Aliiroseovarius
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Pacificibacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Rubellimicrobium
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ruegeria
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tritonibacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sagittula
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Thalassobius
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Shimia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thioclava
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeovulum
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Palleronia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobaca
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseibacterium
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubrimonas
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudodonghicola
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Roseibium
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Stappia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Wenxinia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Tranquillimonas
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Tropicimonas
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Tropicibacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Albimonas
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Tateyamaria
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ponticoccus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Pelagicola
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sediminimonas
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Marivita
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseibaca
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Mameliella
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Pontibaca
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Litoreibacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Jhaorihella
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Defluviimonas
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pararhodobacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktotalea
